"lot_id","source_url","audit_row","upstream_title","mapping_kind","catalog_status","peated_ids","possible_peated_ids","catalog_bottle","reason"
"5280840","https://whiskyauctioneer.com/whisky-lot/5280840/speyburn-2012-distillery-exclusive","1224","Speyburn 2012 Distillery Exclusive","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5280854","https://whiskyauctioneer.com/whisky-lot/5280854/clynelish-distillery-exclusive-bottling-batch-02","499","Clynelish Distillery Exclusive Bottling Batch #02","final_evidence","ADDED EARLIER — create and image verified","B52396","","Clynelish Distillery Exclusive Bottling - Batch #02","Legacy import record. The create receipt and later image write agree on the Bottle ID and name."
"5280860","https://whiskyauctioneer.com/whisky-lot/5280860/glendronach-parliament-21-year-old","2340","Glendronach Parliament 21 Year Old","final_evidence","EXISTING — exact bottle verified; no changes","B14436","","Glendronach Parliament 21 Year Old","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5280861","https://whiskyauctioneer.com/whisky-lot/5280861/macallan-x-jordi-roca-harmony-collection-rich-cacao","2321","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","final_evidence","EXISTING — exact identity; data concern recorded","B1834","","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 12. Rich Cacao is a no-age-statement release; this identity match does not approve that value. No production write."
"5280863","https://whiskyauctioneer.com/whisky-lot/5280863/macallan-x-jordi-roca-harmony-collection-rich-cacao","2321","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","final_evidence","EXISTING — exact identity; data concern recorded","B1834","","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 12. Rich Cacao is a no-age-statement release; this identity match does not approve that value. No production write."
"5280865","https://whiskyauctioneer.com/whisky-lot/5280865/macallan-x-jordi-roca-harmony-collection-rich-cacao","2321","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","final_evidence","EXISTING — exact identity; data concern recorded","B1834","","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 12. Rich Cacao is a no-age-statement release; this identity match does not approve that value. No production write."
"5280867","https://whiskyauctioneer.com/whisky-lot/5280867/macallan-x-jordi-roca-harmony-collection-rich-cacao","2321","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","final_evidence","EXISTING — exact identity; data concern recorded","B1834","","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 12. Rich Cacao is a no-age-statement release; this identity match does not approve that value. No production write."
"5280868","https://whiskyauctioneer.com/whisky-lot/5280868/macallan-18-year-old-sherry-oak-cask-annual-2022-release","2331","Macallan 18 Year Old Sherry Oak Cask Annual 2022 Release","review_lead_only","needs_review","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5280869","https://whiskyauctioneer.com/whisky-lot/5280869/macallan-x-jordi-roca-harmony-collection-rich-cacao","2321","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","final_evidence","EXISTING — exact identity; data concern recorded","B1834","","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 12. Rich Cacao is a no-age-statement release; this identity match does not approve that value. No production write."
"5280871","https://whiskyauctioneer.com/whisky-lot/5280871/macallan-x-jordi-roca-harmony-collection-rich-cacao","2321","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","final_evidence","EXISTING — exact identity; data concern recorded","B1834","","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 12. Rich Cacao is a no-age-statement release; this identity match does not approve that value. No production write."
"5280879","https://whiskyauctioneer.com/whisky-lot/5280879/glenfarclas-2014-specially-selected-commemorate-50th-anniversary-visitor-centre","650","Glenfarclas 2014 Specially Selected to Commemorate the 50th Anniversary of the Visitor Centre","final_evidence","ADDED EARLIER — create and image verified","B52400","","Glenfarclas 50th Anniversary of the Visitor Centre","Legacy import record. The create receipt and later image write agree on the Bottle ID and name."
"5280892","https://whiskyauctioneer.com/whisky-lot/5280892/glendronach-parliament-21-year-old","2340","Glendronach Parliament 21 Year Old","final_evidence","EXISTING — exact bottle verified; no changes","B14436","","Glendronach Parliament 21 Year Old","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5280894","https://whiskyauctioneer.com/whisky-lot/5280894/jura-1999-boutique-barrels","1529","Jura 1999 Boutique Barrels","final_evidence","ADDED — optional facts left blank","B52790","","Isle of Jura 1999 Boutique Barrels - Bourbon XU Cask Finish","No age statement or cask number appears on the exact label. Natural-color status, exact release month and day, and flavor profile remain unknown. A lone color database assertion is not stored without corroboration. Exact clean front and back images saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
"5280909","https://whiskyauctioneer.com/whisky-lot/5280909/ardbeg-homecoming","85","Ardbeg Homecoming","review_lead_only","matched_existing","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5280910","https://whiskyauctioneer.com/whisky-lot/5280910/arran-arran-harmony-edition-8-year-old-volume-9","283","Arran The Arran Harmony Edition 8 Year Old - Volume 9","final_evidence","ADDED — optional facts left blank","B52731","","Arran Harmony Edition - Volume 9","Cask strength has only one weak retailer claim and is not established by the label or producer. Colour, filtration, malt PPM, vintage, bottling year, initial release month/day, cask identifier and flavor profile remain unknown. No generated age suffix, alias or extra reference. Harmony Edition series S507 was created and independently re-fetched; its name, brand and description match the reviewed request. Exact clean image saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
"5280926","https://whiskyauctioneer.com/whisky-lot/5280926/bowmore-smws-17-year-old-3243-dark-smouldering-flamenco-gypsy","2470","Bowmore SMWS 17 Year Old 3.243 - Dark, smouldering flamenco gypsy","final_evidence","EXISTING — identity matched; no changes","B3692","","SMWS 3.243 Dark, smouldering flamenco gypsy","Exact label code, subtitle, age 17, 57.1% and 594 bottles match B3692. Festival label identifies Fèis Ìle 2015. Existing Bottle read fresh; no production changes. Identity match only. Proposed missing facts and exact image saved in research-smws-31.json, not applied. Current flavor profile conflicts with a contemporary press reprint; preserve pending primary evidence. Current generated description is not fully verified. Current vintage 1997 has multiple corroborating sources and is retained despite one 1998 heading. Technical declarations and precise release date remain unverified. Aliases array is empty; protected references unresolved."
"5280929","https://whiskyauctioneer.com/whisky-lot/5280929/longmorn-1990-smws-26-year-old-smws-7148-wicked-viscosity","2620","Longmorn 1990 SMWS 26 Year Old SMWS 7.148 - Wicked viscosity","final_evidence","EXISTING — exact bottle verified; no changes","B50056","","Longmorn 1990 SMWS 26 Year Old SMWS 7.148 - Wicked viscosity","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5280931","https://whiskyauctioneer.com/whisky-lot/5280931/clynelish-1984-smws-29-year-old-26106-say-it-flowers","2372","Clynelish 1984 SMWS 29 Year Old 26.106 - 'Say it with flowers'","final_evidence","EXISTING — exact bottle verified; no changes","B50309","","Clynelish 1984 SMWS 29 Year Old 26.106 - 'Say it with flowers'","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5280932","https://whiskyauctioneer.com/whisky-lot/5280932/laphroaig-2011-smws-9-year-old-29283-samuraislay","2605","Laphroaig 2011 SMWS 9 Year Old 29.283 - Samuraislay","final_evidence","EXISTING — exact bottle verified; no changes","B48382","","Laphroaig 2011 SMWS 9 Year Old 29.283 - Samuraislay","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5280943","https://whiskyauctioneer.com/whisky-lot/5280943/caol-ila-2006-cadenheads-warehouse-tasting-16-year-old","435","Caol Ila 2006 Cadenhead's Warehouse Tasting 16 Year Old","final_evidence","ADDED — optional facts left blank","B52747","","Cadenhead's Caol Ila","Cask number, exact bottle count, malt PPM, release month/day and flavor profile remain unknown. Do not infer an outturn from one hogshead. No edition, alias or extra reference. Exact clean image saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
"5280944","https://whiskyauctioneer.com/whisky-lot/5280944/ardbeg-1990-airigh-nam-beist","2356","Ardbeg 1990 Airigh Nam Beist","final_evidence","EXISTING — identity resolved; catalog concern recorded","","","Ardbeg 1990 Airigh Nam Beist","Targeted fresh GETs and source-label facts establish the identity. B1170 and B18251 appear to duplicate the Airigh Nam Beist expression. B18251 carries the exact 1990 vintage but misspells Airigh; B1170 has the correct marketed name but omits the vintage, 2008 bottling year and 46% ABV. Reuse the existing records and do not add a third duplicate. No production write."
"5280971","https://whiskyauctioneer.com/whisky-lot/5280971/glenfiddich-special-reserve","2341","Glenfiddich Special Reserve","final_evidence","EXISTING — exact bottle verified; no changes","B5164","","Glenfiddich Special Reserve","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5280984","https://whiskyauctioneer.com/whisky-lot/5280984/blair-athol-1986-eternal-cycle-38-year-old","2455","Blair Athol 1986 The Eternal Cycle 38 Year Old","final_evidence","EXISTING — exact bottle verified; no changes","B51673","","Blair Athol 1986 The Eternal Cycle 38 Year Old","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5280996","https://whiskyauctioneer.com/whisky-lot/5280996/yamazaki-12-year-old-suntory-pure-malt","10","Yamazaki 12 Year Old Suntory Pure Malt","final_evidence","EXISTING — identity matched; no changes","B2276","","Yamazaki 12 Year Old Suntory Pure Malt","Match the core Yamazaki 12-year-old, 43% single malt to B2276 after all 162 entity records were reviewed. Exact source and front label identify the older Suntory Pure Malt wording. Producer history confirms the core 12-year expression began in 1984. Packaging wording and 75cl volume alone do not create a separate release under the catalog guide. No dated edition is printed or established. No Bottle, group, alias, reference, series or image changes. Auction's approximate 1989-1990 dating is not an exact bottling year or marketed edition. Existing optional flavour and descriptive claims were not independently reverified. This records identity coverage, not a complete enrichment of the existing record. Keep the current image; do not replace it with historical packaging."
"5281005","https://whiskyauctioneer.com/whisky-lot/5281005/victoria-wine-12-year-old-highland-malt-celebrating-125-years","1663","Victoria Wine 12 Year Old Highland Malt - Celebrating 125 Years","final_evidence","ADDED — optional facts left blank","B52801","","Victoria Wine Highland Malt Scotch Whisky - 125th Anniversary","The component distilleries, series, vintage year, release month and day, maturation, cask number, outturn, cask-strength status, natural-color status, chill-filtration status, malt phenol PPM and flavor profile remain unknown. The 75cl package volume is not an editable Bottle identity field. Exact clean front and back images saved locally. Upload pending because the JSON CLI does not accept multipart files."
"5281010","https://whiskyauctioneer.com/whisky-lot/5281010/royal-culross-8-year-old-scotch-malt-whisky","1623","Royal Culross 8 Year Old Scotch Malt Whisky","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281020","https://whiskyauctioneer.com/whisky-lot/5281020/wallace-single-malt-scotch-liqueur-50cl","1666","Wallace Single Malt Scotch Liqueur 50cl","final_evidence","SKIPPED — not whisky","","","Wallace Single Malt Scotch Liqueur 50cl","Exact label reads Wallace Single Malt Scotch Whisky Liqueur, 35% and 50cl. It is a whisky-based liqueur, not a single-malt whisky release. Exclude the entire row. Auction metadata says 35cl despite its 50cl title and label; no conflicting size or other facts imported. No production write."
"5281021","https://whiskyauctioneer.com/whisky-lot/5281021/charles-house-finest-10-year-old-highland-pure-malt","1654","The Charles House Finest 10 Year Old Highland Pure Malt","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281034","https://whiskyauctioneer.com/whisky-lot/5281034/knockando-1974","2141","Knockando 1974","final_evidence","ADDED — optional facts left blank","B52822","","Knockando 1974","Stated age, exact dates, maturation, cask facts, color and filtration claims, outturn, malt phenol PPM and flavor profile remain unknown."
"5281037","https://whiskyauctioneer.com/whisky-lot/5281037/glendronach-12-year-old-wm-teacher-sons","28","Glendronach 12 Year Old - Wm. Teacher & Sons","review_lead_only","held_possible_existing_match","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281039","https://whiskyauctioneer.com/whisky-lot/5281039/macallan-we-get-it","983","Macallan 'As We Get It'","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281043","https://whiskyauctioneer.com/product/1304851/variation/5281043","2329","Macallan Edition No.6","final_evidence","EXISTING — exact identity; data concern recorded","B2175","","Macallan Edition No.6","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 10. Edition No. 6 is a no-age-statement release; this identity match does not approve that value. No production write."
"5281051","https://whiskyauctioneer.com/whisky-lot/5281051/bladnoch-8-year-old","98","Bladnoch 8 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281056","https://whiskyauctioneer.com/whisky-lot/5281056/bells-islander-island-islay-malts","97","Bell's Islander Island & Islay Malts","final_evidence","ADDED — optional facts left blank","B52568","","Bell's Islander","Category disputed: blended whisky versus blended malt. Leave category null. Component distilleries, vintage, bottling and release dates, single-cask and cask-strength status, colour, chill filtration, malt PPM, maturation, cask number, outturn and flavor profile are unknown. No edition or broader series proved. Do not convert estimated 1980s packaging into an exact date. Exact clean image saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
"5281078","https://whiskyauctioneer.com/whisky-lot/5281078/clynelish-12-year-old-ainslie-heilbron","25","Clynelish 12 Year Old - Ainslie & Heilbron","review_lead_only","held_incomplete_source_identity","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281082","https://whiskyauctioneer.com/whisky-lot/5281082/royal-brackla-1970-connoisseurs-choice","1201","Royal Brackla 1970 Connoisseurs Choice","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281085","https://whiskyauctioneer.com/whisky-lot/5281085/aberfeldy-1974-connoisseurs-choice","229","Aberfeldy 1974 Connoisseur's Choice","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281090","https://whiskyauctioneer.com/whisky-lot/5281090/millburn-1971-connoisseurs-choice","1114","Millburn 1971 Connoisseurs Choice","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281099","https://whiskyauctioneer.com/whisky-lot/5281099/springbank-1997-springbank-society-28-year-old","2353","Springbank 1997 Springbank Society 28 Year Old","review_lead_only","needs_review","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281100","https://whiskyauctioneer.com/whisky-lot/5281100/springbank-1997-springbank-society-28-year-old","2353","Springbank 1997 Springbank Society 28 Year Old","final_evidence","ADDED — optional facts left blank","B52832","","Springbank Society","Exact distillation and bottling days, cask-strength, color and filtration claims, cask numbers, malt phenol PPM and flavor profile remain unknown."
"5281109","https://whiskyauctioneer.com/whisky-lot/5281109/caol-ila-1983-first-cask-20-year-old","428","Caol Ila 1983 First Cask 20 Year Old","final_evidence","ADDED — optional facts left blank","B52736","","First Cask Caol Ila","Cask strength, colour, filtration, malt PPM, bottling year, initial release date, producer-worded maturation, outturn and flavor profile remain unknown. Loose leaflet announces a First Cask Islay 1983 shipment for early March with a 5 February 2003 response deadline, but does not print cask 63; preserve as evidence, not a verified exact-cask release date. Do not derive 2003 bottling from age. Do not use bottle 159 as outturn. No new series, packaging edition, alias or extra reference. Existing brand's generic history was not used as source evidence or edited. Exact clean image saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
"5281119","https://whiskyauctioneer.com/whisky-lot/5281119/glen-carren-8-year-old-1970s","1462","Glen Carren 8 Year Old 1970s","final_evidence","ADDED — optional facts left blank","B52780","","Glen Carren 8-year-old","The component distilleries, exact bottling date, vintage and release year, cask strength, non-chill-filtered status, cask numbers, outturn, PPM and flavor profile remain unknown. Auction decade estimates are not stored as an exact year. Exact clean image saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
"5281124","https://whiskyauctioneer.com/whisky-lot/5281124/glenfinnan-malt-whisky","1470","Glenfinnan Malt Whisky","final_evidence","ADDED — optional facts left blank","B52782","","Glenfinnan Malt Whisky","The component distilleries and actual bottler, exact date, vintage and release year, cask strength, natural-color and chill-filtration status, cask numbers, outturn, PPM and flavor profile remain unknown. The approximate 1980s package date is not stored as an exact year. Exact clean front and back images saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
"5281128","https://whiskyauctioneer.com/whisky-lot/5281128/glen-parker-single-malt","1468","Glen Parker Single Malt","final_evidence","ADDED — optional facts left blank","B52781","","Glen Parker Single Malt","The source distillery, exact age and date, vintage, release year, cask strength, natural-color and chill-filtration status, cask numbers, outturn, PPM and flavor profile remain unknown. A current producer source attributes later packaging to Angus Dundee, but the inspected historical label names James Parker; no unsupported ownership or distillery inference is stored. Exact clean front and back images saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
"5281144","https://whiskyauctioneer.com/whisky-lot/5281144/pittyvaich-1993-connoisseurs-choice-29-year-old","1165","Pittyvaich 1993 Connoisseurs Choice 29 Year Old","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281146","https://whiskyauctioneer.com/whisky-lot/5281146/royal-salute-21-year-old-scotch-whisky-sapphire-flagon","19","Royal Salute 21 Year Old Scotch Whisky - Sapphire Flagon","review_lead_only","matched_existing","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281153","https://whiskyauctioneer.com/whisky-lot/5281153/glen-elgin-boutique-y-whisky-company-25-year-old-batch-1","126","Glen Elgin That Boutique-y Whisky Company 25 Year Old Batch 1","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281156","https://whiskyauctioneer.com/whisky-lot/5281156/laphroaig-ian-hunter-story-34-year-old-book-5-enduring-spirit","55","Laphroaig The Ian Hunter Story 34 Year Old - Book 5: Enduring Spirit","final_evidence","ADDED — optional facts left blank","B52467","","Laphroaig Enduring Spirit - Book 5","Vintage is disputed: the source lot, Banneke and House of Single Malts say 1988; WhiskyBrother says 1989 and Grand Whisky Auction says 1987. Producer labels do not show a vintage, so it stays null. Natural colour, cask strength, malt PPM, exact release month/day, total outturn and flavor classification are not established strongly enough and stay null. Secondary technical claims are not inferred from age, ABV or distillery defaults. Auction Oloroso and fifteen-part-series text are rejected."
"5281163","https://whiskyauctioneer.com/whisky-lot/5281163/brora-30-year-old-natural-cask-strength","2339","Brora 30 Year Old Natural Cask Strength","final_evidence","EXISTING SET — collapsed source variants resolved; no changes","","","Brora 30 Year Old Natural Cask Strength","Exact marketed expression identified from the source card facts and fresh narrow production searches. The source row collapsed the 2002 inaugural 52.4% release and the 2010 54.3% release. Both exact releases already exist. No production write."
"5281167","https://whiskyauctioneer.com/whisky-lot/5281167/glen-grant-5-year-old","129","Glen Grant 5 Year Old","final_evidence","SKIPPED — unresolved identity","","","Glen Grant 5 Year Old","Recovered generic title points to two different bottlings. Lot 5281167 is a Gordon & MacPhail-bottled Glen Grant, age 5, 70 UK proof, 26 2/3 fluid ounces; front and reverse were inspected. Lot 8213009 instead lists an official distillery bottling, age 5, 40%, 70cl. Estimated 1970s versus 1994-2001 dates are auction dating, not verified vintage, bottling or release years. Do not collapse the bottler/strength distinction or convert UK proof as US proof. All 165 Glen Grant results reviewed; no exact 5-year record. Skip the conflated audit row and keep both source identities for a separately reviewed split. Neither is added."
"5281176","https://whiskyauctioneer.com/whisky-lot/5281176/arran-first-production","95","Arran First Production","final_evidence","SKIPPED — unresolved identity","","B18979","Arran First Production","Skip; do not create or overwrite. B18979 Arran Single Malt has no age, ABV, vintage, bottling year, edition or image that can rule out this first-production release. Its sole canonical reference R3521 is equally generic, and the external-review query is empty. All 143 Arran and 16 Lochranza records reviewed; no explicit First Production record was found, but that absence cannot settle the generic record's identity. Preserve B18979 unchanged and do not assert a match."
"5281178","https://whiskyauctioneer.com/whisky-lot/5281178/macallan-1965-special-selection-17-year-old","1008","Macallan 1965 Special Selection 17 Year Old","final_evidence","ADDED EARLIER — create and image verified","B52411","","The Macallan Special Selection","Legacy import record. The create receipt and later image write agree on the Bottle ID and name."
"5281179","https://whiskyauctioneer.com/whisky-lot/5281179/caol-ila-25-year-old-limited-batch","21","Caol Ila 25 Year Old Limited Batch","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281183","https://whiskyauctioneer.com/whisky-lot/5281183/bunnahabhain-1981-moe-nakamura-41-year-old-far-far-away","416","Bunnahabhain 1981 Moe Nakamura 41 Year Old - Far far away","final_evidence","ADDED EARLIER — create and image verified","B52389","","Precious Liquors Far far away - Moe Nakamura","Legacy import record. The create receipt and later image write agree on the Bottle ID and name."
"5281189","https://whiskyauctioneer.com/whisky-lot/5281189/macallan-12-year-old-litre","57","Macallan 12 Year Old Litre","final_evidence","SKIPPED — unresolved identity","","B2548","Macallan 12 Year Old Litre","Recovered ordinals 2237/2330 retain only the generic twelve-year litre title and a rejected Triple Cask B13864 candidate; no exact original lot or ABV survives. Three current title joins are historical sherry-matured distillery bottlings at 43%, spanning presentation ranges 1980-1991, 1991-1999 and 1999-2004. The inspected front of lot 8212869 confirms age 12, 43%, sherry oak maturation and Macallan Distillers as bottler. Fresh B2548 Sherry Oak has null ABV and dates, while its stored image and linked retailer identify a modern 40% bottle. The complete 180-record Macallan inventory does not prove which historical source the lost row meant. Do not mark a 43% historical source as an exact match to the 40% pictured candidate, project source joins into the original row, or create from the bare title. No production write."
"5281191","https://whiskyauctioneer.com/whisky-lot/5281191/brora-1982-connoisseurs-choice","399","Brora 1982 Connoisseurs Choice","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281203","https://whiskyauctioneer.com/whisky-lot/5281203/caol-ila-smws-33-year-old-53495-peat-bloom","2488","Caol Ila SMWS 33 Year Old 53.495 - Peat bloom","final_evidence","UPDATED — changed facts verified","","B43247","Caol Ila SMWS 33 Year Old 53.495 - Peat bloom","Exact release matched B43247. Updated through production CLI and read back: noAgeStatement, outturn. All other writable facts, names, aliases and images stayed unchanged. All 26 fields and image reviewed. Collection relationship pending; edition absent. Exact cask-strength, colour, filtration and malt PPM declarations unverified. Generic Society practice or 44.1% alone does not prove technical flags. BottlingYear=2024 is a secondary database claim, not promoted without stronger evidence. Existing release date, maturation, profile, description and image are verified and preserved. The Creators Collection is explicitly evidenced on label and producer page, but complete SMWS series query returns zero. Leave current series null for this exact-facts patch. No guessed series ID or duplicate Bottle. Peat Plants wording is range context, not an invented annual or batch edition. Canonical R3764 matches. Old R3758 differs only by a trailing zero-width character and retains the exact 53.495 code and subtitle; identity is supported, but persisted review remains pending. Do not add it as a display alias. No reference changes; alias array empty. Stored exact producer-style bottle cutout inspected, code, age, 44.1%, 211 and collection art match. No watermark or replacement needed. Source URL currently missing; do not assert an upload provenance that was not recorded. Transparent edges may need browser quality review before calling image processing fully verified."
"5281204","https://whiskyauctioneer.com/whisky-lot/5281204/macallan-edition-no6","2329","Macallan Edition No.6","final_evidence","EXISTING — exact identity; data concern recorded","B2175","","Macallan Edition No.6","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 10. Edition No. 6 is a no-age-statement release; this identity match does not approve that value. No production write."
"5281233","https://whiskyauctioneer.com/whisky-lot/5281233/bowmore-smws-16-year-old-3282-song-barley-smoke-and-oak","100","Bowmore SMWS 16 Year Old 3.282 - A song of barley, smoke and oak","final_evidence","ADDED — optional facts left blank","B52560","","SMWS 3.282 A song of barley, smoke and oak - Taiwan Branch 10th Anniversary","All 26 writable fields and image reviewed. Series, cask strength, natural colour, filtration, malt PPM, vintage, release dates and flavor profile remain unknown. No vintage is calculated from age and bottling year. No tasting notes, alias or reference is proposed. Exact clean stock image inspected and saved locally. Not uploaded: the current JSON CLI does not accept multipart images. No direct credential-based upload attempted."
"5281234","https://whiskyauctioneer.com/whisky-lot/5281234/bowmore-smws-16-year-old-3282-song-barley-smoke-and-oak","100","Bowmore SMWS 16 Year Old 3.282 - A song of barley, smoke and oak","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281237","https://whiskyauctioneer.com/whisky-lot/5281237/glencadam-2011-smws-9-year-old-smws-8229-rustic-dance","2526","Glencadam 2011 SMWS 9 Year Old SMWS 82.29 - A rustic dance","final_evidence","EXISTING — exact identity; data concern recorded","B49115","","Glencadam 2011 SMWS 9 Year Old SMWS 82.29 - A rustic dance","Exact marketed expression identified from the source title, source card facts and fresh production search. The exact SMWS cask code proves identity, but the source card says 62.1% while B49115 says 62.2%. Do not create a duplicate or change the existing ABV without stronger label evidence."
"5281238","https://whiskyauctioneer.com/whisky-lot/5281238/louis-royer-xo-smws-c31-fragrant-ramble","2626","Louis Royer XO SMWS C3.1 - A fragrant ramble","final_evidence","SKIPPED — not whisky","","","Louis Royer XO SMWS C3.1 - A fragrant ramble","Exact label prints Society cask C3.1, A fragrant ramble, Cognac and Grande Champagne. Auction production type agrees. An SMWS imprint does not make this whisky. Exclude the entire row; no inferred distiller, outturn, catalog match or production write."
"5281246","https://whiskyauctioneer.com/whisky-lot/5281246/balvenie-pedro-ximenez-cask-18-year-old","7","Balvenie Pedro Ximénez Cask 18 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281250","https://whiskyauctioneer.com/whisky-lot/5281250/balvenie-pedro-ximenez-cask-18-year-old","7","Balvenie Pedro Ximénez Cask 18 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281251","https://whiskyauctioneer.com/whisky-lot/5281251/balvenie-pedro-ximenez-cask-18-year-old","7","Balvenie Pedro Ximénez Cask 18 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5281252","https://whiskyauctioneer.com/whisky-lot/5281252/balvenie-pedro-ximenez-cask-18-year-old","7","Balvenie Pedro Ximénez Cask 18 Year Old","final_evidence","ADDED — optional facts left blank","B52457","","The Balvenie Pedro Ximénez Cask","No vintage or bottling year established. Release in 2022 does not establish a bottling date or dated edition. No single-cask/cask-strength claim, colour/filtration facts, cask number, outturn, PPM or flavor classification established. Travel-retail market alone is not an edition."
"5281271","https://whiskyauctioneer.com/whisky-lot/5281271/johnnie-walker-xr-23-year-old","156","Johnnie Walker XR 23 Year Old","final_evidence","ADDED — optional facts left blank","B52715","","John Walker & Sons XR","Cask strength, colour, filtration, malt PPM, vintage, bottling year, precise release month/day, producer-worded maturation, cask number, outturn and flavor profile remain unknown. Listed distillers are a verified subset. No Brora assignment, inferred edition, generated age suffix, alias or reference. Exact clean image saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
