row,status,family,peated_bottle_id,title_en,title_ja,brand,distillers,bottler,series,name,edition,category,statedAge,noAgeStatement,abv,singleCask,caskStrength,naturalColor,nonChillFiltered,maltPhenolPpm,vintageYear,bottlingYear,releaseYear,releaseMonth,releaseDay,maturation,caskNumber,outturn,market,sizes,evidence_url,evidence_note,image_source_url,image_license,notes
35,created,Mellow Bar Reserve,B57489,KANOSUKE HIOKI POT STILL The Mellow Bar Reserve,嘉之助 HIOKI POT STILL The Mellow Bar Reserve,Kanosuke (E1097),Kanosuke (E1097),,The Mellow Bar Reserve (S942),Hioki Pot Still,The Mellow Bar Reserve,single_pot_still,,true,61,false,,,,,,,2024,11,,New American white oak casks and ex-bourbon barrels,,,Japan airport duty-free only,700ml,https://kanosuke.com/en/products/kanosuke-hioki-pot-still-the-mellow-bar-reserve-en,"Producer page: 700ml, 61%, duty-free price. On sale from mid-November 2024 (old-site news 2024.11.29 and special page kanosuke.com/special/themellowbarreserve/ on Wayback: '2024年11月中旬より順次発売'). Duty-free prices were cut in 2025.",https://kanosuke.com/en/products/kanosuke-hioki-pot-still-the-mellow-bar-reserve-en,kanosuke.com: (c) KANOSUKE; no reuse licence published; identity evidence only,
36,created,Mellow Bar Reserve,B57490,KANOSUKE DOUBLE DISTILLERY The Mellow Bar Reserve,嘉之助 DOUBLE DISTILLERY The Mellow Bar Reserve,Kanosuke (E1097),Kanosuke (E1097),,The Mellow Bar Reserve (S942),Double Distillery,The Mellow Bar Reserve,blend,,true,58,false,,,,,,,2024,11,,Kanosuke single malt and Hioki pot still whisky with a hint of Mizunara cask whisky,,,Japan airport duty-free only,700ml,https://kanosuke.com/en/products/kanosuke-double-distillery-the-mellow-bar-reserve-en,"Producer page: 700ml, 58%, duty-free price. On sale from mid-November 2024 (old-site news 2024.11.29 and special page kanosuke.com/special/themellowbarreserve/ on Wayback: '2024年11月中旬より順次発売'). Duty-free prices were cut in 2025.",https://kanosuke.com/en/products/kanosuke-double-distillery-the-mellow-bar-reserve-en,kanosuke.com: (c) KANOSUKE; no reuse licence published; identity evidence only,
37,created,Festival (distillery),B57491,Single Malt Kanosuke Hand-fill Bottle 2021,シングルモルト嘉之助 ハンドフィルボトル2021,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,Hand-fill Bottle 2021,single_malt,,true,55,false,,,,,2018,2021,2021,12,,"Several 2018 malts vatted (unpeated ex-bourbon base with re-charred cask and peated whiskies), then finished about 1 year in a small ex-bourbon cask",,,Web lottery December 2021 and distillery shop from 2021-12-22,200ml,https://web.archive.org/web/2024id_/https://kanosuke.com/special/handfilled2021/,"Old-site special page (dated 2021-12-07): 200ml, 55%, 4,000 yen, blank front label. A bottled release sold by lottery, unlike the visitor hand-fill programme. Outturn unknown.",,,
38,created,Festival (distillery),B57492,Single Malt Kanosuke OPEN DAY 2022 Bottle,シングルモルト嘉之助 OPEN DAY 2022 ボトル,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,Open Day 2022,single_malt,,true,54,true,,,,,,2022,2022,11,12,"Ex-bourbon barrel 1.5 years, re-racked into a quarter-size sherry cask for nearly 3 years",,,"Distillery shop, 2022-11-12 and 11-13 only (200 bottles per day)",200ml,https://web.archive.org/web/2024id_/https://kanosuke.com/special/openday2022/,"Old-site special page and news 2022.10.18 and 11.01: 200ml, 54%, 3,960 yen. 400 offered over two days; exact outturn not stated. The 2021 and 2022 festivals were cancelled; Open Day replaced them.",,,
39,created,Festival (distillery),B57493,Single Malt Kanosuke Distillery Festival 2023 Limited Bottle,シングルモルト嘉之助 蒸留祭2023 限定ボトル,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,Distillery Festival 2023,single_malt,,true,57,,,,,,,2023,2023,11,,"Re-charred ex-shochu cask 3 years, then a rum cask finish of 2.5 years",,,Festival lottery at the distillery 2023-11-01 to 11-12,700ml,https://web.archive.org/web/20250213034850id_/https://kanosuke.com/news/2023/,"Old-site news 2023.10.06 and 10.13: 700ml, 57%, 16,500 yen, shipped early December 2023. Outturn unknown. No earlier festival whisky bottle found: 2018-2020 festivals sold New Born hand-fills (out of scope).",,,
40,created,Festival (distillery),B57494,KANOSUKE SINGLE MALT DISTILLERY FEST. 2024 IN KAGOSHIMA,シングルモルト嘉之助 蒸溜祭2024 限定ボトル,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,Distillery Fest. 2024,single_malt,,true,55,false,,,,,,,2024,11,,"Vatting of 3.5-5 year malts from re-charred ex-shochu and other casks, finished 10 months in a Komasa umeshu cask",,,Distillery festival only (2024-11-10),700ml,https://web.archive.org/web/20250213225426id_/https://kanosuke.com/news/2024/,"Old-site news 2024.10.23 (Wayback): 700ml, 55%, 16,500 yen, lottery 2024-11-02 to 11-09 and festival day 11-10, shipped early December; label transcription on japanesewhisky.livedoor.blog/archives/47523466.html. Outturn 500 venue + 100 web per a blog; a seller says about 900: conflict, not stored.",,,
41,created,Festival (distillery),B57495,KANOSUKE SINGLE MALT HIOKI KANOSUKE SPIRITS FEST. 2025,嘉之助シングルモルト 蒸溜祭2025 限定ボトル,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,Hioki Kanosuke Spirits Fest. 2025,single_malt,,true,56,,,,,,2020,2025,2025,10,12,Non-re-charred and re-charred ex-shochu casks (double cask),,,Distillery festival only,700ml,https://kanosuke.com/blogs/news/festival2025-bottle,"Producer news: 700ml, 56%, 16,500 yen, festival 2025-10-12; label read (Jan 2020 to Oct 2025, 600 bottles) from peatedperfection.blogspot.com; outturn from a blog reading only, not stored.",https://kanosuke.com/en/products/single-malt-hioki-kanosuke-spirits-fest-2025-en,kanosuke.com: (c) KANOSUKE; no reuse licence published; identity evidence only,
42,created,Festival (distillery),B57496,KANOSUKE SINGLE MALT DISTILLERY FEST. 2026,嘉之助シングルモルト 蒸溜祭2026限定ボトル,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,Distillery Fest. 2026,single_malt,,true,55,,,,,,,,2026,10,,"Matured in ex-shochu casks, finished in Madeira wine casks",,,Distillery festival (2026-10-25); lottery 2026-10-11 to 10-25,700ml; 200ml,https://kanosuke.com/products/kanosuke-single-malt-distillery-fest-2026,"Producer page: 700ml, 55%, 16,500 yen; 200ml 4,950 yen. Announced 2026-08-21; on sale October 2026 (future at research date).",https://kanosuke.com/en/products/kanosuke-single-malt-distillery-fest-2026-en,kanosuke.com: (c) KANOSUKE; no reuse licence published; identity evidence only,
43,unresolved,Festival (third party),,Kanosuke 2018 3 Year Crane & Sky #01 - Whisky Talk Fukuoka 2021,嘉之助2018 3年 鶴と空#01 ウイスキートーク福岡2021,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 3-year-old,Crane & Sky #01 Whisky Talk Fukuoka 2021,single_malt,,,,,,,,,2018,2021,2021,,,,,,,,https://jwic.jp/distillery/kanosuke/,"JWIC award list only; no ABV, cask or outturn found.",,,
44,created,Festival (third party),B57497,Kanosuke 2018 Crane & Sky #02 - Whisky Talk Fukuoka 2022,嘉之助 Crane&Sky #02 ウイスキートーク福岡2022,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 4-year-old,Crane & Sky #02 Whisky Talk Fukuoka 2022,single_malt,4,,57,true,,,,,2018,2022,2022,,,Second-fill ex-bourbon barrel,,,Whisky Talk Fukuoka 2022,700ml,https://whiskytalk.net/hpgen/HPB/categories/25140.html,"Organiser page: distilled 2018, bottled 2022, 57%, bourbon barrel, 700ml, 235 bottles; 88bamboo review reads 234 on label. Outturn conflict, not stored.",,,
45,created,Festival (third party),B57498,Kanosuke Crane & Sky #3 - Whisky Talk Fukuoka 2023,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018,Crane & Sky #3 Whisky Talk Fukuoka 2023,single_malt,,,57,,,,,,2018,2023,2023,,,Ex-bourbon cask and white wine cask,,,Whisky Talk Fukuoka 2023,700ml,https://whisky-nights.com/kanosuke-crane-and-sky-3-for-whisky-talk-fukuoka-2023/,"Retailer page with label read (57%, 2018/2023). Single-cask status not proven (two cask types): singleCask null.",https://whisky-nights.com/kanosuke-crane-and-sky-3-for-whisky-talk-fukuoka-2023/,whisky-nights.com: no reuse without permission; not downloaded,
46,created,Festival (third party),B57499,Kanosuke Crane & Sky #4 - Whisky Talk Fukuoka 2024,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018,Crane & Sky #4 Whisky Talk Fukuoka 2024,single_malt,,,58,,,,true,,2018,2024,2024,,,Ex-bourbon and red wine casks,,258,Whisky Talk Fukuoka 2024,700ml,https://whisky-nights.com/kanosuke-crane-and-sky-4-for-whisky-talk-fukuoka-2024/,"Retailer page with label read (58%, 258 bottles, NCF).",https://whisky-nights.com/kanosuke-crane-and-sky-4-for-whisky-talk-fukuoka-2024/,whisky-nights.com: no reuse without permission; not downloaded,
47,created,Festival (third party),B57500,Kanosuke Crane & Sky #5 - Whisky Talk Fukuoka 2025,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019,Crane & Sky #5 Whisky Talk Fukuoka 2025,single_malt,,,59,,,,true,,2019,2025,2025,,,Manzanilla sherry cask,,540,Whisky Talk Fukuoka 2025,700ml,https://whisky-nights.com/kanosuke-crane-sky-5-for-whisky-talk-fukuoka-2025/,"Retailer page (59%, 540 bottles); page spec table wrongly repeats #4's casks, text says Manzanilla.",https://whisky-nights.com/kanosuke-crane-sky-5-for-whisky-talk-fukuoka-2025/,whisky-nights.com: no reuse without permission; not downloaded,
48,unresolved,Festival (third party),,Kanosuke 2018 (bottled 2021) IPA Cask Finish cask 20049 - Modern Malt Whisky Market 2021,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 #20049,IPA Cask Finish Modern Malt Whisky Market 2021,single_malt,,,,,,,,,2018,2021,2021,,,,20049,,,,https://www.masterofmalt.com/whiskies/kanosuke/kanosuke-2018-bottled-2021-ipa-cask-finish-cask-20049-modern-malt-whisky-market-2021-whisky/,"Title only (page 403/429). Cask 20049 is Distillery Exclusive #001 (200ml, 55 percent, bottled Aug 2021), so this is most likely #001 sold at the fair rather than a separate release; Master of Malt says 70cl and Spirit Radar 50 percent, both conflicting with the producer. Do not create.",,,
49,unresolved,Festival (third party),,Single Malt Kanosuke for Whisky Lovers Nagoya 2023,,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,for Whisky Lovers Nagoya 2023,single_malt,,,60,,,,,,,,2023,,,,,,,,https://88bamboo.co/blogs/whats-on/whisky-lovers-nagoya-2023-event-details,"Event listing: 60%, 22,000 yen. Cask, dates, outturn unknown.",,,
50,unresolved,Festival (third party),,Kanosuke 3 Year Old 2019 Single Cask #20030 - Whisky Festival 2023 (Yokohama),,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #20030 3-year-old,Whisky Festival 2023,single_malt,3,,,true,,,,,2019,2023,2023,,,,20030,282,,,https://www.whiskyhammer.com/item/177977/Kanosuke-Distillery/Kanosuke---3-Year-Old-2019-Single-Cask-20030-Whisky-Festival-2023.html,Auction lot description via search snippet only (page 403). ABV unknown.,,,
51,created,Festival (third party),B57501,Kanosuke 2018 5 Year Old Single Cask #18223 - Chichibu Whisky Matsuri 2024,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 #18223 5-year-old,Chichibu Whisky Matsuri 2024,single_malt,5,,59,true,,,true,,2018,2024,2024,2,,Re-charred cask; unpeated,18223,486,Chichibu Whisky Matsuri 2024,700ml,https://whisky-nights.com/kanosuke-2018-5-year-old-single-cask-18223-chichibu-whisky-matsuri-2024/,"Retailer page with label read (Dec 2018 to Feb 2024, 59%, 486 bottles). dekanta's 'Richard Cask' is a mis-transliteration of re-charred.",https://whisky-nights.com/kanosuke-2018-5-year-old-single-cask-18223-chichibu-whisky-matsuri-2024/,whisky-nights.com: no reuse without permission; not downloaded,
52,created,Festival (third party),B57502,Kanosuke 2018 6 Year Old Single Cask #19048 - Chichibu Whisky Matsuri 2025,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 #19048 6-year-old,Chichibu Whisky Matsuri 2025,single_malt,6,,58,true,,,true,,2018,2025,2025,2,,First-fill ex-bourbon barrel; small proportion of peated malt,19048,186,Chichibu Whisky Matsuri 2025,700ml,https://whisky-nights.com/kanosuke-2018-6-year-old-single-cask-19048-chichibu-whisky-matsuri-2025/,"Retailer page with label read (Sep 2018 distillation, 58%, 186 bottles). Release month = festival month (February); confirm.",https://whisky-nights.com/kanosuke-2018-6-year-old-single-cask-19048-chichibu-whisky-matsuri-2025/,whisky-nights.com: no reuse without permission; not downloaded,
53,created,Festival (third party),B57503,Kanosuke 2019 6 Year Old Peated Single Cask #19428 - Chichibu Whisky Matsuri 2026,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #19428 Peated 6-year-old,Chichibu Whisky Matsuri 2026,single_malt,6,,61,true,,,,,2019,2026,2026,2,,Manzanilla sherry cask; peated,19428,568,Chichibu Whisky Matsuri 2026,700ml,https://whisky-nights.com/kanosuke-2019-6-year-old-peated-single-cask-19428-chichibu-whisky-matsuri-2026/,"Retailer page with label read (Oct 2019 to Jan 2026, 61%, 568 bottles).",https://whisky-nights.com/kanosuke-2019-6-year-old-peated-single-cask-19428-chichibu-whisky-matsuri-2026/,whisky-nights.com: no reuse without permission; not downloaded,
54,created,Festival (third party),B57504,Kanosuke Single Cask for Whisky and Spirits Fes Saga 2024,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2020,Whisky & Spirits Fes Saga 2024,single_malt,,,61,true,,,,,2020,2024,2024,6,2,Ex-bourbon barrel; heavily peated,,201,Whisky & Spirits Fes Saga 2024,700ml,https://whisky-nights.com/kanosuke-single-cask-for-whisky-and-spirits-fes-saga-2024/,"Retailer page with label read (2020/2024, 61%, 201 bottles); no cask number printed.",https://whisky-nights.com/kanosuke-single-cask-for-whisky-and-spirits-fes-saga-2024/,whisky-nights.com: no reuse without permission; not downloaded,
55,updated,Festival (third party),B52451,Kanosuke 2020 5 Year Old Single Cask #20319 - Whisky & Spirits Festival 2026 in Yokohama,嘉之助 2020 5年 (百人一首シリーズ010 蝉丸),Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2020 #20319 5-year-old,Whisky & Spirits Festival 2026 in Yokohama,single_malt,5,false,62,true,true,,,,2020,2026,2026,4,,Ex-shochu cask,20319,,Festival lottery (Whisky Culture Research Institute),700ml,https://prtimes.jp/main/html/rd/p/000000296.000119996.html,"Organiser press release 2026-02-27: 嘉之助 2020 5年, 62%, EX焼酎, 240 bottles, 23,100 yen. whisky-nights.com says 252 bottles and cask #20319. Outturn conflict (240 vs 252): propose null.",,,Bottler currently E1775 (wrong). Distillers E1775 -> E1097. Existing image: check sourceUrl/license.
56,created,Festival (third party),B57505,Kanosuke 2021 3 Year - Glover Collection #45 (Whisky Festival 2024 in Tokyo),グラバーコレクション 嘉之助 3年 2021-2024,Glover Collection (E367031),Kanosuke (E1097),Glover Collection (E367031),,Kanosuke 2021 3-year-old,#45,single_malt,3,,60,true,,,,,2021,2024,2024,12,,Ex-bourbon barrel,,200,Whisky Festival 2024 in Tokyo ticket-holder lottery,700ml,https://www.barrel365.com/n2411021/,Dated news 2024-11-02 listing '嘉之助 2021 3年 60% バーボンバレル 200本'; PR Times 000000132.000119996 not read. Glover Collection is the Whisky Culture Research Institute's own label: bottler decision needed (see README).,,,
57,unresolved,Festival (third party),,Kanosuke 3 Year Glover Collection 'Ittoudai' 58%,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 3-year-old,Glover Collection,single_malt,3,,58,,,,,,,,,,,,,,,,https://auctions.yahoo.co.jp/,Yahoo lot title only (g1244064432). Which festival and year unknown.,,,
58,created,Festival (third party),B57506,Single Malt Kanosuke for Whisky Messe in KYOTO 2022 - Cask No.18177,シングルモルト 嘉之助 For Whisky Messe In KYOTO 2022,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask #18177,Whisky Messe in Kyoto 2022,single_malt,,,58,true,,,,,,2022,2022,10,,Ex-bourbon barrel; unpeated,18177,,Liquor Mountain Whisky Messe Kyoto 2022,700ml,https://www.likaman-online.com/c/westernliquor/whisky/whiskey-others/517393,"Organiser/retailer page: cask No.18177, 58%, 700ml, 20,900 yen; fair 2022-10-16.",,,
59,created,Festival (third party),B57507,Kanosuke Single Cask 2020 Red Wine Cask Finish WM2025 (Whisky Messe Kyoto 2025),嘉之助シングルカスク2020 レッドワインカスクフィニッシュ WM2025,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2020,Red Wine Cask Finish Whisky Messe Kyoto 2025,single_malt,,,61,true,,,,,2020,2025,2025,,,Ex-bourbon cask then red wine cask finish; unpeated,,,Liquor Mountain Whisky Messe Kyoto 2025,700ml,https://likaman.co.jp/event/whisky-messe/sokubai.html,"Organiser sale list (61%, 700ml, 19,800 yen).",,,
60,unresolved,Festival (third party),,Kanosuke Single Cask 2021 Nagahama Stout Cask WM2026 (Whisky Messe Kyoto 2026),嘉之助シングルカスク2021 長濱スタウトカスク WM2026,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2021,Nagahama Stout Cask Whisky Messe Kyoto 2026,single_malt,,,,,,,,,2021,,2026,,,,,,,,https://auctions.yahoo.co.jp/,Yahoo closed listing title only; specs unknown.,,,
61,created,Travel retail,B57508,Single Malt Kanosuke THE STORY OF KANOSUKE - JAL Limited Edition,シングルモルト嘉之助 THE STORY OF KANOSUKE JAL Limited Edition,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt The Story of Kanosuke,JAL Limited Edition,single_malt,,true,58,true,,,,,,,2024,4,1,"Single re-charred American white oak ex-Mellowed Kozuru shochu cask, 5 years; unpeated",,488,"JAL international in-flight pre-order and JMB lottery, 2024-04-01 to 05-31",700ml in a set with Mellowed Kozuru Excellence 180ml,https://kyodonewsprwire.jp/release/202403258468,"Producer press release 2024-03-25: 58%, 700ml, 488 sets, dates, 5 years in Mellowed Kozuru cask. Age is described in prose, not printed: statedAge null.",,,
62,no change,Travel retail,,Single Malt Kanosuke JAL LIMITED EDITION (2025 in-flight package),シングルモルト嘉之助 JAL LIMITED EDITION,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,JAL Limited Edition,single_malt,,,,,,,,,,,2025,11,1,,,,JAL international in-flight,700ml,https://kanosuke.com/blogs/news/20251101,"Producer describes it as a special package (two-crane label) of the flagship Single Malt Kanosuke. Same liquid, so the same Bottle (identity model package rule): add 'Single Malt Kanosuke JAL Limited Edition' as a Bottle reference on the core Single Malt; no new record.",,,
63,created,Travel retail,B57509,Single Malt Kanosuke JAL EXCLUSIVE DuMOL CASK FINISH,シングルモルト嘉之助 JAL EXCLUSIVE DuMOL CASK FINISH,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt DuMOL Cask Finish,JAL Exclusive,single_malt,,true,,,,,,,,,2026,3,1,"Single Malt Kanosuke finished in Pinot Noir casks from DuMOL winery, Sonoma",,,JAL international First/Business pre-order and passenger online store,700ml (not stated),https://kanosuke.com/blogs/news/20260226,"Producer news: pre-order from 2026-02-25 for flights 2026-03-01 to 04-30; 27,000 yen. ABV not stated. JALUX 'SONGS OF CASKS' series.",,,
64,no change,Other,,The Conran Shop x Kanosuke '98% Common Sense' (2025),,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,98% Common Sense,single_malt,,,48,,,,,,,,2025,4,23,,,,,,https://kyodonewsprwire.jp/release/202504107182,"Producer press release: art label on Single Malt Kanosuke 48%, 700ml, 16,500 yen. Same liquid, so the same Bottle: add the label name as a reference on the core Single Malt; no new record.",,,
65,created,Other,B57510,Kanosuke Collaboration Series 01 KANOSUKE x SABUROMARU,嘉之助コラボレーションシリーズ 01 KANOSUKE × SABUROMARU,Kanosuke (E1097),Kanosuke (E1097); Saburomaru Distillery (E1978),,,Collaboration Series,01 Kanosuke × Saburomaru,blended_malt,,true,50,false,,,,,,,2026,6,18,,,,Japan,700ml,https://kanosuke.com/blogs/news/20260611,"Producer news: blended malt of Kanosuke and Saburomaru peated malt, 50%, 700ml, 22,000 yen, release 2026-06-18. Saburomaru's counterpart 'Ryuko' is a Saburomaru release (out of scope).",,,
66,created,Retailer/private single cask,B57511,KANOSUKE x Whiskypedia - Kanosuke HIOKI POT STILL SINGLE CASK 2026,KANOSUKE × ウイスキペディア 嘉之助 HIOKI POT STILL SINGLE CASK 2026,Kanosuke (E1097),Hioki Distillery (E367028),,,Hioki Pot Still Single Cask 2026,Kanosuke × Whiskypedia,single_pot_still,,true,65,true,true,,,,2021,2026,2026,5,,"Re-charred ex-Mellowed Kozuru shochu cask, about 4 years 7 months",,,Producer online lottery 2026-05-10 to 05-17,700ml (not stated),https://kyodonewsprwire.jp/release/202605018485,"Producer press release 2026-05-07: 65%, produced May 2021, 22,000 yen.",,,
67,created,Retailer/private single cask,B57512,Kanosuke 6 Year Old Manzanilla Cask - For LAWSON (Buyer's Choice),シングルモルト嘉之助 For LAWSON,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 6-year-old,for Lawson,single_malt,6,,59,true,,,,,2019,2026,2026,5,,Manzanilla sherry cask; unpeated,,573,Lawson app members (pre-order 2026-04-28 to 05-11),700ml,https://www.lawson.co.jp/lab/campaign/kanosuke_buyersselect202605/,"Lawson campaign page; whisky-nights.com label read: Nov 2019 to Jan 2026, 59%, 573 bottles.",,,
68,created,Retailer/private single cask,B57513,[HUGE PRIVATE CASK] KANOSUKE SINGLE MALT PX CASK,嘉之助シングルモルト ペドロヒメネス・カスク HUGE創業20周年記念,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2017 PX Cask 6-year-old,HUGE Private Cask,single_malt,6,,61,true,true,,,,2017,2025,2025,10,24,"Spanish oak Pedro Ximénez sherry cask, 6 years",,,HUGE restaurants (by the glass) and LA GALERIE wine shop,unknown,https://kanosuke.com/blogs/news/20251022,"Producer news with full spec: 61%, PX single cask, 6 years, 2017 spirit, served from 2025-10-24. Outturn unknown.",,,
69,created,Retailer/private single cask,B57514,"Kanosuke Single Malt Hotel Metropolitan Exclusive - Bar Orient Express, Cask No.19275",,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #19275 7-year-old,Hotel Metropolitan Exclusive,single_malt,7,,62,true,true,,,,2019,2026,2026,8,29,Ex-bourbon barrel; unpeated,19275,140,"Bar Orient Express, Hotel Metropolitan Tokyo Ikebukuro only",700ml,https://jpwhisky.net/newrelease-kanosuke-singlemalt-hotel-metropolitan-exclusive-60224/,"Dated release post 2026-08-28 (7yo, 62%, cask 19275, 140 bottles); 88bamboo announcement agrees.",,,
70,created,Retailer/private single cask,B57515,Single Malt Kanosuke Distillery Exclusive Single Cask No.19163 - Isetan,嘉之助蒸溜所×伊勢丹 シングルカスクウイスキー「19163」,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #19163,for Isetan,single_malt,,,,true,true,,,,2019,2022,2022,10,,"First-fill ex-bourbon barrel, 3.5 years; unpeated",19163,120,Mitsukoshi Isetan online lottery 2022-10-26 to 11-08,700ml,https://sakenews.jp/archives/29981393.html,"Article 2022-10-26 with spec (120 bottles, 26,400 yen); 88bamboo announcement agrees. ABV not stated.",,,
71,unresolved,Retailer/private single cask,,"Kanosuke x Isetan single cask (second cask) 60%, 211 bottles",,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask,for Isetan,single_malt,,,60,,,,,,,,,,,,,211,,,https://auctions.yahoo.co.jp/,Yahoo summary only. Distinct from cask 19163 (120 bottles). Cask number and dates unknown.,,,
72,updated,Retailer/private single cask,B52296,Kanosuke Single Malt Takashimaya Buyers Selection Cask 19182,嘉之助シングルモルト 高島屋バイヤーズセレクション 19182,Kanosuke (E1097),Kanosuke (E1097),,,Takashimaya Buyers Selection,,single_malt,,,61,true,true,,,,2019,2023,,,,Bourbon barrel,19182,188,,,https://fril.jp/brand/7042/category/1510,"Only resale-index snippets (188 bottles, 61%); Takashimaya page 404. Existing values kept; rename to the single-cask pattern proposed but unverified. Distillers E1775 -> E1097 is the only safe change.",,,Facts unchanged; distillers Entity fix only.
73,created,Retailer/private single cask,B57516,Kanosuke Single Cask Yamakataya Selection 2022,嘉之助 シングルカスク 山形屋セレクション 2022,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019,Yamakataya Selection 2022,single_malt,,,58,true,,,,,2019,2022,2022,,,"White oak cask, 3+ years",,,"Yamakataya department store, Kagoshima",700ml,https://dekanta.com/products/kanosuke-single-cask-yamakataya-selection-2022,"Distributor page (2019, white oak, 58%, 70cl). Outturn '300' from a snippet only, not stored.",,,
74,created,Retailer/private single cask,B57517,"Single Malt Kanosuke [2018-2022] for SHINANOYA 15th Anniversary, cask #19420",,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 #19420 3-year-old,for Shinanoya 15th Anniversary,single_malt,3,,,true,,,,,2018,2022,2023,1,20,Ex-bourbon then red wine cask,19420,,"Shinanoya, Tokyo",700ml,https://www.shinanoya-tokyo.jp/view/news/20230117155757,"Retailer notice: cask #19420, [2018-2022] 3yo, sale 2023-01-20. ABV and outturn not captured.",,,
75,created,Retailer/private single cask,B57518,"Single Malt Kanosuke 'The Dreams' [2019] 5yo for KIMURA & KINKO, SHINANOYA, cask #19352",,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #19352 5-year-old,The Dreams,single_malt,5,,57,true,,,,,2019,2025,2025,6,,First-fill Spanish oak PX sherry butt,19352,,"Shinanoya (Tokyo), Kinko (Kagoshima), Liquorland Kimura (Hiroshima); lottery 2025-06-20",700ml,https://www.shinanoya-tokyo.jp/view/item/000000021564,"Retailer page (cask #19352, 5yo, PX); 57% from a snippet.",,,
76,created,Retailer/private single cask,B57519,Kanosuke 2018 Single Red Wine Cask #22000 - Imadeya,嘉之助 赤ワインカスクフィニッシュ 2023 (いまでや),Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 #22000,for Imadeya,single_malt,,,57,true,,,,,2018,2023,2023,2,,"Finished in an ex-red wine cask from Camel Farm Winery, Hokkaido",22000,255,"Imadeya, Chiba",700ml,https://imadeya.co.jp/products/8184354603173,"Retailer page (57%, 255 bottles, 27,500 yen); auction descriptions: distilled Dec 2018, bottled Feb 2023, cask #22000. Imadeya describes a vatting finished in the wine cask while auctions call it single cask: singleCask kept true on the cask-number evidence, flagged.",,,
77,unresolved,Retailer/private single cask,,Kanosuke 2018 Single Cask Finish #20373 - Imadeya (possibly Kanosuke x Heiwa Craft IPA cask finish),,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 #20373,for Imadeya,single_malt,,,,,,,,,2018,,,,,,20373,,,,https://imadeya.co.jp/collections/kanosuke,Auction title and Imadeya list title only; specs unknown.,,,
78,unresolved,Retailer/private single cask,,"Kanosuke Single Malt for Katsunuma (produced with Imadeya), 56%",,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,for Katsunuma,single_malt,,,56,,,,,,,,,,,,,,,,https://raremaltsnco.com/products/kanosuke-single-malt-japanese-whisky-for-katsunuma-56-abv-700ml,Reseller listing only.,,,
79,created,Retailer/private single cask,B57520,Single Malt Kanosuke 2019-2023 for Three Rivers 20th - Mellowed Kozuru cask No.19133,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #19133,for Three Rivers 20th Anniversary,single_malt,,,50,true,,,true,,2019,2023,2023,,,Re-charred Mellowed Kozuru shochu cask; unpeated,19133,,"Three Rivers, Tokyo",700ml,https://shop.buzaemon.jp/products/516669,"Retailer titles carry cask No.19133 and 50%. Outturn 684 from a snippet only, not stored.",,,
